utterance	note	who	sentence
ParlaMint-UA_2022-02-17-m0.u135	ШАПОВАЛОВ Ю.А.	#ЮрійАнатолійовичШаповалов.1972	Слово надається народному депутату України [Шаповалову](ParlaMint-UA_2022-02-17-m0.u134.p2.s1.w6) [Юрію](ParlaMint-UA_2022-02-17-m0.u134.p2.s1.w7) Анатолійовичу, депутатська група "партія "За майбутнє". 
ParlaMint-UA_2022-02-17-m0.u135	ШАПОВАЛОВ Ю.А.	#ЮрійАнатолійовичШаповалов.1972	Слово надається народному депутату України [Шаповалову](ParlaMint-UA_2022-02-17-m0.u134.p2.s1.w6) Юрію [Анатолійовичу](ParlaMint-UA_2022-02-17-m0.u134.p2.s1.w8), депутатська група "партія "За майбутнє". 
ParlaMint-UA_2022-02-17-m0.u137	КОНСТАНКЕВИЧ І.М.	#ІринаМирославівнаКонстанкевич.1965	[Ірина](ParlaMint-UA_2022-02-17-m0.u136.p1.s1.w1) [Мирославівна](ParlaMint-UA_2022-02-17-m0.u136.p1.s1.w2) [Констанкевич](ParlaMint-UA_2022-02-17-m0.u136.p1.s1.w3), будь ласка. 
ParlaMint-UA_2022-02-17-m0.u140	ПІПА Н.Р.	#НаталіяРоманівнаПіпа.1983	Будь ласка, народна депутатка [Піпа](ParlaMint-UA_2022-02-17-m0.u139.p2.s1.w6). 
ParlaMint-UA_2022-02-17-m0.u142	ГЕРАСИМОВ А.В.	#АртурВолодимировичГерасимов.1972	Шановні колеги, я надаю слово народному депутату України [Артуру](ParlaMint-UA_2022-02-17-m0.u141.p2.s1.w10) [Володимировичу](ParlaMint-UA_2022-02-17-m0.u141.p2.s1.w11) [Герасимову](ParlaMint-UA_2022-02-17-m0.u141.p2.s1.w12). 
ParlaMint-UA_2022-02-17-m0.u144	ЦИМБАЛЮК М.М.	#МихайлоМихайловичЦимбалюк.1964	Слово надається народному депутату України [Цимбалюку](ParlaMint-UA_2022-02-17-m0.u143.p1.s1.w6) [Михайлу](ParlaMint-UA_2022-02-17-m0.u143.p1.s1.w7) Михайловичу, фракція політичної партії Всеукраїнське об'єднання "Батьківщина". 
ParlaMint-UA_2022-02-17-m0.u144	ЦИМБАЛЮК М.М.	#МихайлоМихайловичЦимбалюк.1964	Слово надається народному депутату України [Цимбалюку](ParlaMint-UA_2022-02-17-m0.u143.p1.s1.w6) Михайлу [Михайловичу](ParlaMint-UA_2022-02-17-m0.u143.p1.s1.w8), фракція політичної партії Всеукраїнське об'єднання "Батьківщина". 
ParlaMint-UA_2022-02-17-m0.u144	ЦИМБАЛЮК М.М.	#МихайлоМихайловичЦимбалюк.1964	Слово надається народному депутату України [Цимбалюку](ParlaMint-UA_2022-02-17-m0.u143.p1.s1.w6) [Михайлу](ParlaMint-UA_2022-02-17-m0.u143.p1.s1.w7) Михайловичу, фракція політичної партії Всеукраїнське об'єднання "Батьківщина". 
ParlaMint-UA_2022-02-17-m0.u144	ЦИМБАЛЮК М.М.	#МихайлоМихайловичЦимбалюк.1964	Слово надається народному депутату України [Цимбалюку](ParlaMint-UA_2022-02-17-m0.u143.p1.s1.w6) Михайлу [Михайловичу](ParlaMint-UA_2022-02-17-m0.u143.p1.s1.w8), фракція політичної партії Всеукраїнське об'єднання "Батьківщина". 
ParlaMint-UA_2022-02-17-m0.u146	ВЕНІСЛАВСЬКИЙ Ф.В.	#ФедірВолодимировичВеніславський.1969	Шановні колеги, я запрошую до слова народного депутата України [Веніславського](ParlaMint-UA_2022-02-17-m0.u145.p16.s1.w11) Федора Володимировича. 
ParlaMint-UA_2022-02-17-m0.u148	ГЕРАСИМОВ А.В.	#АртурВолодимировичГерасимов.1972	Слово надається народному депутату України [Герасимову](ParlaMint-UA_2022-02-17-m0.u147.p3.s1.w6) [Артуру](ParlaMint-UA_2022-02-17-m0.u147.p3.s1.w7) Володимировичу, фракція "Європейська солідарність". 
ParlaMint-UA_2022-02-17-m0.u148	ГЕРАСИМОВ А.В.	#АртурВолодимировичГерасимов.1972	Слово надається народному депутату України [Герасимову](ParlaMint-UA_2022-02-17-m0.u147.p3.s1.w6) Артуру [Володимировичу](ParlaMint-UA_2022-02-17-m0.u147.p3.s1.w8), фракція "Європейська солідарність". 
ParlaMint-UA_2022-02-17-m0.u150	КНЯЗЕВИЧ Р.П.	#РусланПетровичКнязевич.1974	[Руслан](ParlaMint-UA_2022-02-17-m0.u149.p1.s1.w1) [Петрович](ParlaMint-UA_2022-02-17-m0.u149.p1.s1.w2) [Князевич](ParlaMint-UA_2022-02-17-m0.u149.p1.s1.w3), будь ласка. 
ParlaMint-UA_2022-02-17-m0.u153	НАГОРНЯК С.В.	#СергійВолодимировичНагорняк.1982	Будь ласка, народний депутат [Нагорняк](ParlaMint-UA_2022-02-17-m0.u152.p2.s1.w6) [Сергій](ParlaMint-UA_2022-02-17-m0.u152.p2.s1.w7) Володимирович, фракція політичної партії "Слуга народу". 
ParlaMint-UA_2022-02-17-m0.u153	НАГОРНЯК С.В.	#СергійВолодимировичНагорняк.1982	Будь ласка, народний депутат [Нагорняк](ParlaMint-UA_2022-02-17-m0.u152.p2.s1.w6) Сергій [Володимирович](ParlaMint-UA_2022-02-17-m0.u152.p2.s1.w8), фракція політичної партії "Слуга народу". 
ParlaMint-UA_2022-02-17-m0.u155	БІЛОЗІР Л.М.	#ЛарисаМиколаївнаБілозір.1981	Я запрошую співдоповідача, представника, це голову підкомітету Комітету Верховної Ради України з питань організації державної влади, місцевого самоврядування, регіонального розвитку та містобудування [Білозір](ParlaMint-UA_2022-02-17-m0.u154.p3.s1.w27) [Ларису](ParlaMint-UA_2022-02-17-m0.u154.p3.s1.w28) Миколаївну. 
ParlaMint-UA_2022-02-17-m0.u155	БІЛОЗІР Л.М.	#ЛарисаМиколаївнаБілозір.1981	Я запрошую співдоповідача, представника, це голову підкомітету Комітету Верховної Ради України з питань організації державної влади, місцевого самоврядування, регіонального розвитку та містобудування [Білозір](ParlaMint-UA_2022-02-17-m0.u154.p3.s1.w27) Ларису [Миколаївну](ParlaMint-UA_2022-02-17-m0.u154.p3.s1.w29). 
ParlaMint-UA_2022-02-17-m0.u159	КНЯЗЕВИЧ Р.П.	#РусланПетровичКнязевич.1974	[Руслан](ParlaMint-UA_2022-02-17-m0.u158.p1.s1.w1) [Петрович](ParlaMint-UA_2022-02-17-m0.u158.p1.s1.w2) [Князевич](ParlaMint-UA_2022-02-17-m0.u158.p1.s1.w3), будь ласка. 
ParlaMint-UA_2022-02-17-m0.u163	ГЕРУС А.М.	#АндрійМихайловичГерус.1982	Будь ласка, [Герус](ParlaMint-UA_2022-02-17-m0.u162.p2.s1.w4) [Андрій](ParlaMint-UA_2022-02-17-m0.u162.p2.s1.w5) Михайлович, фракція "Слуга народу". 
ParlaMint-UA_2022-02-17-m0.u163	ГЕРУС А.М.	#АндрійМихайловичГерус.1982	Будь ласка, [Герус](ParlaMint-UA_2022-02-17-m0.u162.p2.s1.w4) Андрій [Михайлович](ParlaMint-UA_2022-02-17-m0.u162.p2.s1.w6), фракція "Слуга народу". 
ParlaMint-UA_2022-02-17-m0.u168	МАГОМЕДОВ Р.С.	МАГОМЕДОВ Р.С.	Шановні колеги, я запрошую до слова голову Національної комісії з цінних паперів та фондового ринку [Магомедова](ParlaMint-UA_2022-02-17-m0.u167.p18.s1.w17) [Руслана](ParlaMint-UA_2022-02-17-m0.u167.p18.s1.w18) Садрудиновича. 
ParlaMint-UA_2022-02-17-m0.u168	МАГОМЕДОВ Р.С.	МАГОМЕДОВ Р.С.	Шановні колеги, я запрошую до слова голову Національної комісії з цінних паперів та фондового ринку [Магомедова](ParlaMint-UA_2022-02-17-m0.u167.p18.s1.w17) Руслана [Садрудиновича](ParlaMint-UA_2022-02-17-m0.u167.p18.s1.w19). 
ParlaMint-UA_2022-02-17-m0.u178	ЮРЧИШИН Я.Р.	#ЯрославРомановичЮрчишин.1980	Будь ласка, слово надається народному депутату України [Юрчишину](ParlaMint-UA_2022-02-17-m0.u177.p2.s1.w9) [Ярославу](ParlaMint-UA_2022-02-17-m0.u177.p2.s1.w10) Романовичу, фракція політичної партії "Голос". 
ParlaMint-UA_2022-02-17-m0.u178	ЮРЧИШИН Я.Р.	#ЯрославРомановичЮрчишин.1980	Будь ласка, слово надається народному депутату України [Юрчишину](ParlaMint-UA_2022-02-17-m0.u177.p2.s1.w9) Ярославу [Романовичу](ParlaMint-UA_2022-02-17-m0.u177.p2.s1.w11), фракція політичної партії "Голос". 
ParlaMint-UA_2022-02-17-m0.u182	ЧЕРНЄВ Є.В.	#ЄгорВолодимировичЧернєв.1985	Я запрошую співдоповідачем заступника голови Комітету з питань цифрової трансформації [Єгора](ParlaMint-UA_2022-02-17-m0.u181.p3.s1.w11) [Володимировича](ParlaMint-UA_2022-02-17-m0.u181.p3.s1.w12) [Чернєва](ParlaMint-UA_2022-02-17-m0.u181.p3.s1.w13). 
ParlaMint-UA_2022-02-17-m0.u188	БОНДАР М.Л.	#МихайлоЛеонтійовичБондар.1973	Слово надається народному депутату України [Бондарю](ParlaMint-UA_2022-02-17-m0.u187.p1.s1.w6) [Михайлу](ParlaMint-UA_2022-02-17-m0.u187.p1.s1.w7) Леонтійовичу, фракція політичної партії "Європейська солідарність". 
ParlaMint-UA_2022-02-17-m0.u188	БОНДАР М.Л.	#МихайлоЛеонтійовичБондар.1973	Слово надається народному депутату України [Бондарю](ParlaMint-UA_2022-02-17-m0.u187.p1.s1.w6) Михайлу [Леонтійовичу](ParlaMint-UA_2022-02-17-m0.u187.p1.s1.w8), фракція політичної партії "Європейська солідарність". 
ParlaMint-UA_2022-02-17-m0.u194	ШУЛЯК О.О.	#ОленаОлексіївнаШуляк.1976	Будь ласка, [Шуляк](ParlaMint-UA_2022-02-17-m0.u193.p85.s2.w4) спочатку. 
ParlaMint-UA_2022-02-17-m0.u194	ШУЛЯК О.О.	#ОленаОлексіївнаШуляк.1976	Ми домовлялись, спочатку [Шуляк](ParlaMint-UA_2022-02-17-m0.u193.p85.s4.w5), а після цього Климпуш-Цинцадзе. 
ParlaMint-UA_2022-02-17-m0.u198	ЯЦИК Ю.Г.	#ЮліяГригорівнаЯцик.1979	Я запрошую автора першого законопроекту - народну депутатку України [Яцик](ParlaMint-UA_2022-02-17-m0.u197.p20.s2.w10) [Юлію](ParlaMint-UA_2022-02-17-m0.u197.p20.s2.w11) Григорівну, автора законопроекту 5249. 
ParlaMint-UA_2022-02-17-m0.u198	ЯЦИК Ю.Г.	#ЮліяГригорівнаЯцик.1979	Я запрошую автора першого законопроекту - народну депутатку України [Яцик](ParlaMint-UA_2022-02-17-m0.u197.p20.s2.w10) Юлію [Григорівну](ParlaMint-UA_2022-02-17-m0.u197.p20.s2.w12), автора законопроекту 5249. 
ParlaMint-UA_2022-02-17-m0.u200	ФРІС І.П.	#ІгорПавловичФріс.1973	Я запрошую автора альтернативного законопроекту народного депутата України [Фріса](ParlaMint-UA_2022-02-17-m0.u199.p2.s1.w9) [Ігоря](ParlaMint-UA_2022-02-17-m0.u199.p2.s1.w10) Павловича. 
ParlaMint-UA_2022-02-17-m0.u200	ФРІС І.П.	#ІгорПавловичФріс.1973	Я запрошую автора альтернативного законопроекту народного депутата України [Фріса](ParlaMint-UA_2022-02-17-m0.u199.p2.s1.w9) Ігоря [Павловича](ParlaMint-UA_2022-02-17-m0.u199.p2.s1.w11). 
ParlaMint-UA_2022-02-17-m0.u202	ІОНУШАС С.К.	#СергійКостянтиновичІонушас.1979	Шановні колеги, я запрошую співдоповідача, голову Комітету з питань правоохоронної діяльності [Сергія](ParlaMint-UA_2022-02-17-m0.u201.p2.s1.w14) [Костянтиновича](ParlaMint-UA_2022-02-17-m0.u201.p2.s1.w15) [Іонушаса](ParlaMint-UA_2022-02-17-m0.u201.p2.s1.w16). 
ParlaMint-UA_2022-02-17-m0.u204	МИХАЙЛЮК Г.О.	#ГалинаОлегівнаМихайлюк.1987	Слово надається народній депутатці [Михайлюк](ParlaMint-UA_2022-02-17-m0.u203.p3.s1.w5) [Галині](ParlaMint-UA_2022-02-17-m0.u203.p3.s1.w6) Олегівні, фракція політичної партії "Слуга народу". 
ParlaMint-UA_2022-02-17-m0.u204	МИХАЙЛЮК Г.О.	#ГалинаОлегівнаМихайлюк.1987	Слово надається народній депутатці [Михайлюк](ParlaMint-UA_2022-02-17-m0.u203.p3.s1.w5) Галині [Олегівні](ParlaMint-UA_2022-02-17-m0.u203.p3.s1.w7), фракція політичної партії "Слуга народу". 
ParlaMint-UA_2022-02-17-m0.u206	БУЖАНСЬКИЙ М.А.	#МаксимАркадійовичБужанський.1974	[Максим](ParlaMint-UA_2022-02-17-m0.u205.p1.s1.w1) [Аркадійович](ParlaMint-UA_2022-02-17-m0.u205.p1.s1.w2) [Бужанський](ParlaMint-UA_2022-02-17-m0.u205.p1.s1.w3), будь ласка. 
ParlaMint-UA_2022-02-17-m0.u208	АРЕШОНКОВ В.Ю.	#ВолодимирЮрійовичАрешонков.1957	[Володимир](ParlaMint-UA_2022-02-17-m0.u207.p2.s1.w1) [Юрійович](ParlaMint-UA_2022-02-17-m0.u207.p2.s1.w2) [Арешонков](ParlaMint-UA_2022-02-17-m0.u207.p2.s1.w3), депутатська група "Довіра". 
ParlaMint-UA_2022-02-17-m0.u210	ГЕРАСИМОВ А.В.	#АртурВолодимировичГерасимов.1972	Слово надається народному депутату України [Герасимову](ParlaMint-UA_2022-02-17-m0.u209.p2.s1.w6) [Артуру](ParlaMint-UA_2022-02-17-m0.u209.p2.s1.w7) Володимировичу, фракція політичної партії "Європейська солідарність". 
ParlaMint-UA_2022-02-17-m0.u210	ГЕРАСИМОВ А.В.	#АртурВолодимировичГерасимов.1972	Слово надається народному депутату України [Герасимову](ParlaMint-UA_2022-02-17-m0.u209.p2.s1.w6) Артуру [Володимировичу](ParlaMint-UA_2022-02-17-m0.u209.p2.s1.w8), фракція політичної партії "Європейська солідарність". 
ParlaMint-UA_2022-02-17-m0.u212	ІОНОВА М.М.	#МаріяМиколаївнаІонова.1978	Будь ласка, [Марія](ParlaMint-UA_2022-02-17-m0.u211.p1.s1.w4) [Іонова](ParlaMint-UA_2022-02-17-m0.u211.p1.s1.w5). 
ParlaMint-UA_2022-02-17-m0.u212	ІОНОВА М.М.	#МаріяМиколаївнаІонова.1978	Будь ласка, [Марія](ParlaMint-UA_2022-02-17-m0.u211.p1.s1.w4) [Іонова](ParlaMint-UA_2022-02-17-m0.u211.p1.s1.w5). 
ParlaMint-UA_2022-02-17-m0.u214	ШУФРИЧ Н.І.	#НесторІвановичШуфрич.1966	Слово надається народному депутату [Шуфричу](ParlaMint-UA_2022-02-17-m0.u213.p1.s1.w5) [Нестору](ParlaMint-UA_2022-02-17-m0.u213.p1.s1.w6) Івановичу, фракція "Опозиційна платформа – За життя", будь ласка. 
ParlaMint-UA_2022-02-17-m0.u214	ШУФРИЧ Н.І.	#НесторІвановичШуфрич.1966	Слово надається народному депутату [Шуфричу](ParlaMint-UA_2022-02-17-m0.u213.p1.s1.w5) Нестору [Івановичу](ParlaMint-UA_2022-02-17-m0.u213.p1.s1.w7), фракція "Опозиційна платформа – За життя", будь ласка. 
ParlaMint-UA_2022-02-17-m0.u220	ЮРЧИШИН Я.Р.	#ЯрославРомановичЮрчишин.1980	Будь ласка, народний депутат [Юрчишин](ParlaMint-UA_2022-02-17-m0.u219.p1.s1.w6). 
ParlaMint-UA_2022-02-17-m0.u222	ЛУБІНЕЦЬ Д.В.	#ДмитроВалерійовичЛубінець.1981	Будь ласка, народний депутат [Лубінець](ParlaMint-UA_2022-02-17-m0.u221.p2.s1.w6) Дмитро [Валерійович](ParlaMint-UA_2022-02-17-m0.u221.p2.s1.w8) і після цього переходимо до голосування. 
ParlaMint-UA_2022-02-17-m0.u224	ЯРЕМЕНКО І.О.	ЯРЕМЕНКО І.О.	Я запрошую до слова доповідача – заступника міністра з питань реінтеграції тимчасово окупованих територій України [Яременка](ParlaMint-UA_2022-02-17-m0.u223.p18.s1.w16) [Ігоря](ParlaMint-UA_2022-02-17-m0.u223.p18.s1.w17) Олександровича. 
ParlaMint-UA_2022-02-17-m0.u224	ЯРЕМЕНКО І.О.	ЯРЕМЕНКО І.О.	Я запрошую до слова доповідача – заступника міністра з питань реінтеграції тимчасово окупованих територій України [Яременка](ParlaMint-UA_2022-02-17-m0.u223.p18.s1.w16) Ігоря [Олександровича](ParlaMint-UA_2022-02-17-m0.u223.p18.s1.w18). 
ParlaMint-UA_2022-02-17-m0.u226	КРАВЧУК Є.М.	#ЄвгеніяМихайлівнаКравчук.1985	заступниці, перепрошую (дякую, Олександр Сергійович), заступниці голови Комітету з питань гуманітарної та інформаційної політики [Євгенії](ParlaMint-UA_2022-02-17-m0.u225.p1.s2.w20) [Михайлівні](ParlaMint-UA_2022-02-17-m0.u225.p1.s2.w21) [Кравчук](ParlaMint-UA_2022-02-17-m0.u225.p1.s2.w22). 
ParlaMint-UA_2022-02-17-m0.u228	ПИВОВАРОВ Є.П.	#ЄвгенПавловичПивоваров.1978	Слово надається народному депутату України [Пивоварову](ParlaMint-UA_2022-02-17-m0.u227.p3.s1.w6) [Євгену](ParlaMint-UA_2022-02-17-m0.u227.p3.s1.w7) Павловичу, фракція політичної партії "Слуга народу". 
ParlaMint-UA_2022-02-17-m0.u228	ПИВОВАРОВ Є.П.	#ЄвгенПавловичПивоваров.1978	Слово надається народному депутату України [Пивоварову](ParlaMint-UA_2022-02-17-m0.u227.p3.s1.w6) Євгену [Павловичу](ParlaMint-UA_2022-02-17-m0.u227.p3.s1.w8), фракція політичної партії "Слуга народу". 
ParlaMint-UA_2022-02-17-m0.u230	ПОТУРАЄВ М.Р.	#МикитаРуслановичПотураєв.1970	[Микита](ParlaMint-UA_2022-02-17-m0.u229.p1.s1.w1) [Русланович](ParlaMint-UA_2022-02-17-m0.u229.p1.s1.w2) [Потураєв](ParlaMint-UA_2022-02-17-m0.u229.p1.s1.w3), будь ласка. 
ParlaMint-UA_2022-02-17-m0.u232	ЧИЙГОЗ А.З.	#АхтемЗейтуллайовичЧийгоз.1964	Слово надається народному депутату України [Чийгозу](ParlaMint-UA_2022-02-17-m0.u231.p2.s1.w6) [Ахтему](ParlaMint-UA_2022-02-17-m0.u231.p2.s1.w7) Зейтуллайовичу, фракція "Європейська солідарність". 
ParlaMint-UA_2022-02-17-m0.u232	ЧИЙГОЗ А.З.	#АхтемЗейтуллайовичЧийгоз.1964	Слово надається народному депутату України [Чийгозу](ParlaMint-UA_2022-02-17-m0.u231.p2.s1.w6) Ахтему [Зейтуллайовичу](ParlaMint-UA_2022-02-17-m0.u231.p2.s1.w8), фракція "Європейська солідарність". 
ParlaMint-UA_2022-02-17-m0.u234	ШАПОВАЛОВ Ю.А.	#ЮрійАнатолійовичШаповалов.1972	Слово надається народному депутату України [Шаповалову](ParlaMint-UA_2022-02-17-m0.u233.p2.s1.w6) [Юрію](ParlaMint-UA_2022-02-17-m0.u233.p2.s1.w7) Анатолійовичу, депутатська група "Партія "За майбутнє". 
ParlaMint-UA_2022-02-17-m0.u234	ШАПОВАЛОВ Ю.А.	#ЮрійАнатолійовичШаповалов.1972	Слово надається народному депутату України [Шаповалову](ParlaMint-UA_2022-02-17-m0.u233.p2.s1.w6) Юрію [Анатолійовичу](ParlaMint-UA_2022-02-17-m0.u233.p2.s1.w8), депутатська група "Партія "За майбутнє". 
ParlaMint-UA_2022-02-17-m0.u236	ГУЗЬ І.В.	#ІгорВолодимировичГузь.1982	Будь ласка, [Ігор](ParlaMint-UA_2022-02-17-m0.u235.p1.s1.w4) [Гузь](ParlaMint-UA_2022-02-17-m0.u235.p1.s1.w5). 
ParlaMint-UA_2022-02-17-m0.u238	КРУЛЬКО І.І.	#ІванІвановичКрулько.1981	Будь ласка, [Іван](ParlaMint-UA_2022-02-17-m0.u237.p2.s1.w4) [Іванович](ParlaMint-UA_2022-02-17-m0.u237.p2.s1.w5) [Крулько](ParlaMint-UA_2022-02-17-m0.u237.p2.s1.w6), фракція "Батьківщина". 
ParlaMint-UA_2022-02-17-m0.u238	КРУЛЬКО І.І.	#ІванІвановичКрулько.1981	Будь ласка, [Іван](ParlaMint-UA_2022-02-17-m0.u237.p2.s1.w4) [Іванович](ParlaMint-UA_2022-02-17-m0.u237.p2.s1.w5) [Крулько](ParlaMint-UA_2022-02-17-m0.u237.p2.s1.w6), фракція "Батьківщина". 
ParlaMint-UA_2022-02-17-m0.u240	ШУФРИЧ Н.І.	#НесторІвановичШуфрич.1966	Будь ласка, [Нестор](ParlaMint-UA_2022-02-17-m0.u239.p1.s1.w4) [Іванович](ParlaMint-UA_2022-02-17-m0.u239.p1.s1.w5) [Шуфрич](ParlaMint-UA_2022-02-17-m0.u239.p1.s1.w6). 
ParlaMint-UA_2022-02-17-m0.u242	БОБРОВСЬКА С.А.	#СоломіяАнатоліївнаБобровська.1989	Будь ласка, [Соломія](ParlaMint-UA_2022-02-17-m0.u241.p1.s1.w4) [Анатоліївна](ParlaMint-UA_2022-02-17-m0.u241.p1.s1.w5) [Бобровська](ParlaMint-UA_2022-02-17-m0.u241.p1.s1.w6), і після цього переходимо до прийняття рішення. 
ParlaMint-UA_2022-02-17-m0.u248	ІВЧЕНКО В.Є.	#ВадимЄвгеновичІвченко.1980	І в [Івченка](ParlaMint-UA_2022-02-17-m0.u247.p14.s6.w3) є? 
ParlaMint-UA_2022-02-17-m0.u248	ІВЧЕНКО В.Є.	#ВадимЄвгеновичІвченко.1980	[Вадим](ParlaMint-UA_2022-02-17-m0.u247.p15.s1.w1) [Євгенович](ParlaMint-UA_2022-02-17-m0.u247.p15.s1.w2) [Івченко](ParlaMint-UA_2022-02-17-m0.u247.p15.s1.w3), будь ласка. 
ParlaMint-UA_2022-02-17-m0.u252	ШУФРИЧ Н.І.	#НесторІвановичШуфрич.1966	[Нестор](ParlaMint-UA_2022-02-17-m0.u251.p3.s2.w1) [Іванович](ParlaMint-UA_2022-02-17-m0.u251.p3.s2.w2) [Шуфрич](ParlaMint-UA_2022-02-17-m0.u251.p3.s2.w3), будь ласка. 
ParlaMint-UA_2022-02-17-m0.u256	БЕЛЕНЮК Ж.В.	#ЖанВенсановичБеленюк.1991	Я запрошую до слово першого заступника голови Комітету з питань молоді і спорту [Беленюка](ParlaMint-UA_2022-02-17-m0.u255.p24.s1.w14) [Жана](ParlaMint-UA_2022-02-17-m0.u255.p24.s1.w15) [Венсановича](ParlaMint-UA_2022-02-17-m0.u255.p24.s1.w16). 
ParlaMint-UA_2022-02-17-m0.u258	КИСИЛЕВСЬКИЙ Д.Д.	#ДмитроДавидовичКисилевський.1983	Слово надається народному депутату України [Кисилевському](ParlaMint-UA_2022-02-17-m0.u257.p4.s1.w6) [Дмитру](ParlaMint-UA_2022-02-17-m0.u257.p4.s1.w7) Давидовичу, фракція "Слуга народу". 
ParlaMint-UA_2022-02-17-m0.u258	КИСИЛЕВСЬКИЙ Д.Д.	#ДмитроДавидовичКисилевський.1983	Слово надається народному депутату України [Кисилевському](ParlaMint-UA_2022-02-17-m0.u257.p4.s1.w6) Дмитру [Давидовичу](ParlaMint-UA_2022-02-17-m0.u257.p4.s1.w8), фракція "Слуга народу". 
ParlaMint-UA_2022-02-17-m0.u258	КИСИЛЕВСЬКИЙ Д.Д.	#ДмитроДавидовичКисилевський.1983	Слово надається народному депутату України [Кисилевському](ParlaMint-UA_2022-02-17-m0.u257.p4.s1.w6) [Дмитру](ParlaMint-UA_2022-02-17-m0.u257.p4.s1.w7) Давидовичу, фракція "Слуга народу". 
ParlaMint-UA_2022-02-17-m0.u258	КИСИЛЕВСЬКИЙ Д.Д.	#ДмитроДавидовичКисилевський.1983	Слово надається народному депутату України [Кисилевському](ParlaMint-UA_2022-02-17-m0.u257.p4.s1.w6) Дмитру [Давидовичу](ParlaMint-UA_2022-02-17-m0.u257.p4.s1.w8), фракція "Слуга народу". 
ParlaMint-UA_2022-02-17-m0.u260	КОВАЛЬЧУК О.В.	#ОлександрВолодимировичКовальчук.1974	[Олександр](ParlaMint-UA_2022-02-17-m0.u259.p1.s1.w1) [Ковальчук](ParlaMint-UA_2022-02-17-m0.u259.p1.s1.w2), будь ласка. 
ParlaMint-UA_2022-02-17-m0.u262	ЛОПУШАНСЬКИЙ А.Я.	#АндрійЯрославовичЛопушанський.1962	Я запрошую до слова народного депутата України [Лопушанського](ParlaMint-UA_2022-02-17-m0.u261.p2.s1.w8) Андрія Ярославовича, фракція політичної партії "Європейська солідарність". 
ParlaMint-UA_2022-02-17-m0.u264	ВЕЛИЧКОВИЧ М.Р.	#МиколаРомановичВеличкович.1972	[Микола](ParlaMint-UA_2022-02-17-m0.u263.p1.s1.w1) [Величкович](ParlaMint-UA_2022-02-17-m0.u263.p1.s1.w2). 
ParlaMint-UA_2022-02-17-m0.u266	СКОРИК М.Л.	#МиколаЛеонідовичСкорик.1972	Слово надається народному депутату України [Скорику](ParlaMint-UA_2022-02-17-m0.u265.p2.s1.w6) [Миколі](ParlaMint-UA_2022-02-17-m0.u265.p2.s1.w7) Леонідовичу, фракція політичної партії "Опозиційна платформа - За життя". 
ParlaMint-UA_2022-02-17-m0.u266	СКОРИК М.Л.	#МиколаЛеонідовичСкорик.1972	Слово надається народному депутату України [Скорику](ParlaMint-UA_2022-02-17-m0.u265.p2.s1.w6) Миколі [Леонідовичу](ParlaMint-UA_2022-02-17-m0.u265.p2.s1.w8), фракція політичної партії "Опозиційна платформа - За життя". 
ParlaMint-UA_2022-02-17-m0.u268	ЗАГОРОДНІЙ Ю.І.	#ЮрійІвановичЗагородній.1959	[Юрій](ParlaMint-UA_2022-02-17-m0.u267.p1.s1.w1) [Іванович](ParlaMint-UA_2022-02-17-m0.u267.p1.s1.w2) [Загородній](ParlaMint-UA_2022-02-17-m0.u267.p1.s1.w3), будь ласка. 
ParlaMint-UA_2022-02-17-m0.u270	ЛУБІНЕЦЬ Д.В.	#ДмитроВалерійовичЛубінець.1981	Будь ласка, [Лубінець](ParlaMint-UA_2022-02-17-m0.u269.p2.s1.w4) [Дмитро](ParlaMint-UA_2022-02-17-m0.u269.p2.s1.w5) [Валерійович](ParlaMint-UA_2022-02-17-m0.u269.p2.s1.w6), депутатська група "Партія "За майбутнє". 
ParlaMint-UA_2022-02-17-m0.u272	РУДИК С.Я.	#СергійЯрославовичРудик.1970	Будь ласка, [Сергій](ParlaMint-UA_2022-02-17-m0.u271.p1.s1.w4) [Рудик](ParlaMint-UA_2022-02-17-m0.u271.p1.s1.w5). 
ParlaMint-UA_2022-02-17-m0.u274	ЛОЗИНСЬКИЙ Р.М.	#РоманМихайловичЛозинський.1994	Я бачу, [Лозинський](ParlaMint-UA_2022-02-17-m0.u273.p1.s2.w4), і я бачу, Бакунець. 
ParlaMint-UA_2022-02-17-m0.u274	ЛОЗИНСЬКИЙ Р.М.	#РоманМихайловичЛозинський.1994	Тоді [Роман](ParlaMint-UA_2022-02-17-m0.u273.p1.s4.w2) [Михайлович](ParlaMint-UA_2022-02-17-m0.u273.p1.s4.w3) [Лозинський](ParlaMint-UA_2022-02-17-m0.u273.p1.s4.w4), після цього Павло Андрійович Бакунець, будь ласка, і переходимо до голосування. 
ParlaMint-UA_2022-02-17-m0.u276	БАКУНЕЦЬ П.А.	#ПавлоАндрійовичБакунець.1987	Будь ласка, [Бакунець](ParlaMint-UA_2022-02-17-m0.u275.p1.s1.w4) [Павло](ParlaMint-UA_2022-02-17-m0.u275.p1.s1.w5) [Андрійович](ParlaMint-UA_2022-02-17-m0.u275.p1.s1.w6). 
